Trip_ID,Date,Time,Pickup_Location,Drop_Location,Distance_km,Payment_Type,Passenger_Count,Driver_Rating,Fare_Amount
UBER1957,2025-03-15,00:12,Lajpat Nagar,Indraprastha,16.89,Cash,1,3.8,289.58
UBER1958,2025-06-30,13:13,Vasant Kunj,IGI Airport,14.5,Card,2,4.6,192.25
UBER1959,2025-10-16,01:25,Vasant Kunj,Noida Sector 15,16.01,Card,2,3.9,224.64
UBER1960,2024-04-10,04:40,Indraprastha,Indraprastha,9.13,Wallet,2,3.6,121.97
UBER1961,2024-12-29,16:38,Dwarka,Pitampura,25.24,Cash,2,4.1,403.57
UBER1962,2025-08-18,03:50,Rohini,Kalkaji,8.78,Wallet,1,4.1,105.43
UBER1963,2024-09-02,02:34,Vasant Kunj,Chandni Chowk,15.65,Card,2,4.8,213.69
UBER1964,2025-12-08,19:23,Noida Sector 15,Gurugram Cyber City,16.09,Cash,2,4.0,275.2
UBER1965,2025-11-16,00:56,Dwarka,Kalkaji,17.2,Card,1,3.7,
UBER1966,2025-09-23,11:44,Greater Kailash,Greater Kailash,6.97,Wallet,4,4.2,98.19
UBER1967,2025-06-08,14:58,Vasant Kunj,Okhla,26.9,Cash,3,4.1,349.87
UBER1968,2024-04-19,09:22,Mayur Vihar,Pitampura,25.69,Wallet,2,3.7,455.47
UBER1969,2025-02-02,12:17,Kalkaji,Pitampura,27.8,Card,2,3.1,448.94
UBER1970,2025-07-05,05:33,Chandni Chowk,Rohini,16.08,Wallet,4,4.8,218.27
UBER1971,2024-07-08,03:30,Dwarka,Noida Sector 15,3.19,Cash,4,4.3,59.25
UBER1972,2024-06-07,10:04,Janakpuri,Greater Kailash,9.34,Card,4,5.0,180.45
UBER1973,2024-06-25,20:02,Saket,Chandni Chowk,18.73,Cash,3,4.6,
UBER1974,2024-06-08,22:09,Hauz Khas,Dwarka,12.96,Wallet,3,3.6,187.04
UBER1975,2024-09-24,14:24,Mayur Vihar,IGI Airport,2.25,Wallet,4,3.4,33.01
UBER1976,2025-02-07,09:29,Hauz Khas,Greater Kailash,4.58,Card,1,4.5,58.59
UBER1977,2024-02-29,04:49,Rohini,Rajouri Garden,22.3,Card,3,3.3,284.99
UBER1978,2024-08-01,23:08,Indraprastha,Dwarka,28.14,Cash,3,4.6,519.07
UBER1979,2025-10-07,04:27,Karol Bagh,Indraprastha,2.54,Wallet,2,3.5,38.0
UBER1980,2024-01-22,18:54,IGI Airport,Saket,20.52,Card,2,3.7,375.4
UBER1981,2025-04-23,14:02,Dwarka,Pitampura,27.96,Card,4,4.1,342.25
UBER1982,2024-11-01,08:23,Noida Sector 15,Kalkaji,21.85,Cash,1,4.3,298.47
UBER1983,2024-06-22,13:59,Indraprastha,Saket,26.03,Wallet,3,4.7,487.46
UBER1984,2024-08-09,20:53,Hauz Khas,Chandni Chowk,0.2,Card,3,3.7,1.0
UBER1985,2025-07-27,10:22,Janakpuri,Indraprastha,7.74,Cash,3,3.8,144.59
UBER1986,2024-04-04,03:00,Karol Bagh,Vasant Kunj,10.95,Wallet,2,3.9,163.5
UBER1987,2024-11-15,09:58,Greater Kailash,Rohini,20.99,Card,1,,355.31
UBER1988,2024-09-02,01:30,Vasant Kunj,IGI Airport,11.76,Cash,2,3.8,226.56
UBER1989,2025-07-03,07:08,Vasant Kunj,Kalkaji,29.35,Cash,3,4.7,574.92
UBER1990,2024-04-21,13:38,Rohini,IGI Airport,14.03,Card,2,3.0,223.13
UBER1991,2025-02-28,10:52,Lajpat Nagar,Karol Bagh,22.31,Wallet,2,4.7,341.79
UBER1992,2024-08-10,07:59,Connaught Place,Kalkaji,17.27,Card,2,4.7,236.87
UBER1993,2024-10-03,12:19,Karol Bagh,Kalkaji,0.5,Card,1,3.0,10.0
UBER1994,2024-10-03,01:21,Indraprastha,Indraprastha,23.0,Cash,3,3.8,320.82
UBER1995,2024-03-14,16:46,Connaught Place,Noida Sector 15,1.06,Card,4,4.8,19.32
UBER1996,2024-02-10,23:29,Pitampura,Karol Bagh,6.98,Card,2,4.6,134.23
UBER1997,2025-08-15,08:59,Janakpuri,Gurugram Cyber City,6.2,Cash,2,3.3,119.06
UBER1998,2024-09-22,12:52,Indraprastha,Hauz Khas,13.64,Wallet,4,3.2,184.87
UBER1999,2024-11-29,16:58,Karol Bagh,Greater Kailash,10.41,Card,1,3.7,204.93
UBER2000,2024-03-24,15:21,Lajpat Nagar,Mayur Vihar,17.92,Card,2,3.5,349.11
UBER1861,2024-12-30,13:26,Chandni Chowk,Pitampura,19.2,Wallet,4,4.9,
UBER0354,2024-02-21,00:38,Mayur Vihar,Noida Sector 15,24.65,Card,1,4.6,443.43
UBER1334,2025-05-30,03:01,Karol Bagh,Rohini,14.97,Card,1,4.1,243.67
UBER0906,2024-06-11,07:18,Karol Bagh,Pitampura,3.76,Wallet,3,3.8,52.81
UBER1290,2024-07-09,07:34,Pitampura,Saket,23.5,Walet,2,4.3,431.94
UBER1274,2024-04-05,12:43,Karol Bagh,Mayur Vihar,13.12,Card,3,4.4,157.56
UBER0939,2024-11-04,11:38,Chandni Chowk,Dwarka,4.82,Card,3,4.5,89.18
UBER1732,2024-05-06,13:48,IGI Airport,Chandni Chowk,26.71,Card,4,3.8,494.16
UBER0066,2025-09-19,16:44,Dwarka,IGI Airport,22.95,Card,1,3.1,441.91
UBER1324,2024-06-19,08:59,,Kalkaji,29.46,Cash,4,4.8,561.75
UBER0057,2024-03-20,12:31,Chandni Chowk,Noida Sector 15,26.43,Card,1,4.0,476.14
UBER1293,2024-02-17,15:13,IGI Airport,Rohini,2.13,Card,4,3.3,33.78
UBER1119,2025-05-05,22:10,Okhla,Pitampura,7.61,Cahs,4,3.4,135.17
UBER0585,2024-06-01,15:30,Hauz Khas,Hauz Khas,23.93,Card,1,3.2,346.88
UBER0375,2025-07-26,15:11,Vasant Kunj,Vasant Kunj,9.15,Card,4,4.9,150.93
UBER0276,2025-04-08,08:38,Janakpuri,Karol Bagh,24.13,Cash,2,3.1,379.09
UBER0747,2024-08-31,04:54,Saket,Vasant Kunj,21.81,Wallet,4,4.4,348.58
UBER0129,2025-09-22,02:42,Lajpat Nagar,Noida Sector 15,17.2,Cash,1,3.6,328.09
UBER1647,2025-03-18,15:40,Okhla,Greater Kailash,29.65,Cash,1,3.6,413.23
UBER1853,2024-08-19,07:16,Lajpat Nagar,Rajouri Garden,18.46,Wallet,4,4.6,295.32
UBER0675,2024-01-24,12:06,Lajpat Nagar,Rohini,19.43,Card,4,3.2,356.31
UBER1665,2025-08-29,12:48,Indraprastha,Indraprastha,5.55,Cash,1,3.8,76.56
UBER1982,2024-11-01,08:23,Noida Sector 15,Kalkaji,21.85,Cash,1,4.3,298.47
UBER1084,2024-04-10,03:46,,Chandni Chowk,22.58,Card,4,4.3,384.01
UBER1923,2024-10-12,08:09,Chandni Chowk,Vasant Kunj,23.63,Wallet,4,3.9,446.03
UBER0100,2025-07-06,07:36,Lajpat Nagar,Rajouri Garden,28.74,Wallet,3,4.1,496.53
UBER1180,2025-09-02,14:14,Rajouri Garden,Saket,22.6,Card,1,3.6,358.99
UBER0965,2024-03-17,11:44,Vasant Kunj,Dwarka,4.66,Card,1,4.0,57.75
UBER0793,2024-04-09,11:47,Chandni Chowk,Mayur Vihar,4.16,Card,2,3.8,67.53
UBER0030,2024-11-10,21:21,Chandni Chowk,Hauz Khas,13.61,Wallet,4,,240.84
